evento,descricao,similar_event,descricao_similar,similarity
GDT 15: Divulgação das atividades do PET 16 - ENAPET 2022,"Encaminhamento 1: Que o Mobiliza PET, após a Assembleia do ENAPET 2022, crie grupos em redes sociais com grupos PET do mesmo curso ou afins, para que possa ter uma divulgação mais ampla das atividades, principalmente as remotas, para que discentes do Brasil possam participar. 100 pessoas presentes - Aprovado como sugestão 49%",GDT 4 - Adaptação e Inclusão Social - ENAPET 2020,"Que o CENAPET, após aprovação na Assembleia Geral no XXV ENAPET, possa propor um documento informativo com sugestões e recomendações de como organizar atividades remotas, para que os grupos PET possam continuar com suas atividades em futuras situações de crise em que não há a possibilidade de realizar atividades presenciais. O documento pode ser divulgado e discutido em reuniões do InterPET e do CLAA, bem como divulgado em redes sociais e listas de e-mails dos Petianos da IES.",0.20529667012460584
GDT 4 - Adaptação e Inclusão Social - ENAPET 2020,"Que o CENAPET, após aprovação na Assembleia Geral no XXV ENAPET, possa propor um documento informativo com sugestões e recomendações de como organizar atividades remotas, para que os grupos PET possam continuar com suas atividades em futuras situações de crise em que não há a possibilidade de realizar atividades presenciais. O documento pode ser divulgado e discutido em reuniões do InterPET e do CLAA, bem como divulgado em redes sociais e listas de e-mails dos Petianos da IES.",GDT 15: Divulgação das atividades do PET 16 - ENAPET 2022,"Encaminhamento 1: Que o Mobiliza PET, após a Assembleia do ENAPET 2022, crie grupos em redes sociais com grupos PET do mesmo curso ou afins, para que possa ter uma divulgação mais ampla das atividades, principalmente as remotas, para que discentes do Brasil possam participar. 100 pessoas presentes - Aprovado como sugestão 49%",0.20529667012460584
GDT 5 - ENAPET 2019,"Considerando que a legislação sobre os PET conexionistas é posterior à última versão do Manual de Orientações Básicas, solicita-se que a Diretoria da CENAPET encaminhe ao MEC, na primeira reunião após o ENAPET 2019, a inclusão da definição dos grupos PET conexionistas, bem como suas competências no MOB.",GDT 22 + 23:Regimentos Internos: como os grupos PE - ENAPET 2022,"Encaminhamento 2: Que a CENAPET solicite ao MEC, após a Assembleia Geral
do ENAPET 2022, que realize a atualização do Manual de Orientações Básicas
(MOB) em conjunto com a comunidade petiana. Visto que as informações contidas
encontram-se defasadas, e é de significativa importância a participação da
comunidade petiana na construção de um manual de orientações que atenda a suas
demandas.
106 pessoas presentes - Aprovado 58%",0.2049029229439136
GDT 4 - ENAPET 2019,"(Encaminhamento 4.6): Que após o XXIV ENAPET, as comissões organizadoras dos eventos regionais incluam na programação desses um momento para pensar no InterPET aplicável à respectiva realidade; bem como para incentivar a realização de um encontro, reunião ou evento de nome InterPET - que pode ter caráter estadual, municipal ou de IES - para resolução de demandas locais. (Aprovado por contraste).",GT 7 - ENAPET 2018,"Que nos próximos eventos, nacionais e regionais, as comissões organizadoras, durante o planejamento das atividades do evento, incluam o tema InterPET como tema de pelo menos um Grupo de Discussão e Trabalho, ou Encontro por Atividade ou algum outro espaço organizado para troca de experiências.",0.20423998033398735
"GDT 5 - A extensao, a pesquisa e o ensino como age - ENAPET 2020","Que em suas ações de ensino, pesquisa e extensão, os grupos PET busquem ampliar a rede de contatos entre grupos, por meio de parcerias, projetos e eventos em conjunto, de forma a ampliar e fortalecer a unidade dos grupos e a visibilidade do programa.",GT 6 - ENAPET 2018,Que os grupos PET de cada região elejam representantes para compor a Comissão Nacional da Frente Feminista a fim de ampliar a discussão sobre representatividade feminina nos encontros regionais e nacionais dos grupos PET a partir de 2019.,0.20182634910651176
GT 6 - ENAPET 2018,Que os grupos PET de cada região elejam representantes para compor a Comissão Nacional da Frente Feminista a fim de ampliar a discussão sobre representatividade feminina nos encontros regionais e nacionais dos grupos PET a partir de 2019.,"GDT 5 - A extensao, a pesquisa e o ensino como age - ENAPET 2020","Que em suas ações de ensino, pesquisa e extensão, os grupos PET busquem ampliar a rede de contatos entre grupos, por meio de parcerias, projetos e eventos em conjunto, de forma a ampliar e fortalecer a unidade dos grupos e a visibilidade do programa.",0.20182634910651176
GDT 6 - ENAPET 2019,"(Encaminhamento 6.8 -  SUGESTÃO): Que a partir de 2020 as comissões organizadoras dos eventos (nacionais, regionais e estaduais) busquem alocar atividades como o Mobiliza PET e discussões sobre o CLAA em momentos que se tem, historicamente, a maior presença de petianos/as, evitando o fim e o início dos respectivos eventos (Proposta Aprovada por contraste como SUGESTÃO);",GDT 1 - Construção de Eventos PET - ENAPET 2020,"Sugere-se que a partir do ENAPET 2020, as comissões organizadoras dos eventos regionais e nacionais do PET utilizem plataformas eletrônicas tais como TELEGRAM, Google Forms, Straw Poll, etc. eventos.",0.2011935202144782
GDT 1 - ENAPET 2018,"Que a diretoria da CENAPET intervenha junto ao SESu/MEC, nas reuniões subsequentes ao ENAPET 2018, pela inclusão de uso do custeio para a aquisição de equipamentos e materiais permanentes para suporte das atividades dos grupos PET.",Encontro de discentes - ENAPET 2022,"Encaminhamento 1: Que a diretoria da CENAPET após a Assembleia Geral do XXVII ENAPET solicite ao FNDE, através de um ofício, a implantação de um recurso de capital e envie ao MEC, assim 9 como a expansão do uso do custeio para bens duráveis e materiais perecíveis, desde que provado seu uso para fins de pesquisa e atividades de extensão. 56 pessoas presentes - Aprovado 55%",0.19842008592083663
GDT3 - ENAPET 2019,"(Encaminhamento 3.8): Que após o XXIV
ENAPET, os Grupos PET instituam políticas de ações afirmativas para o público
transexual ou travesti no processo seletivo dos mesmos. Nesse sentido, que isso seja,
por meio do acréscimo de 20% na pontuação final ou reserva de 1 vaga no resultado,
sendo a escolha realizada pelo respectivo Grupo PET. Na ausência do público
supracitado, que as vagas sejam destinadas aos demais candidatos/as. (Aprovado por
contraste)",GT 6 - ENAPET 2018,"Que os grupos PET, a partir da divulgação da ata do XXIII ENAPET, promovam espaços de discussão sobre a implementação de políticas de ações afirmativas para pessoas negras no processo seletivo.",0.19694624800323413
GDT 17: Atividades do PET pós-pandemia: como os gr - ENAPET 2022,"Encaminhamento 1: Que as comissões organizadoras dos eventos, a partir de 2023, organizem os encontros nacionais, regionais e estaduais do PET no formato híbrido ou presencial, respeitando as possíveis restrições sanitárias decorrentes das condições epidemiológicas vigentes. 96 pessoas presentes - Aprovação 39%",GDT 8 - ENAPET 2019,"Que a partir do final do XXIV ENAPET, as comissões organizadoras dos eventos regionais, estaduais e nacionais reservem um GDT para discussão de questões relativas ao Mobiliza PET.",0.1968295330709082
GDT 7 - ENAPET 2019,"Que os grupos PET, após a Assembleia Geral do XXIV ENAPET 2019, incluam em seus formulários de inscrição um campo para que seja informado o nome social, caso haja.",GDT 14: A importância da participação e apoio dos - ENAPET 2022,"Encaminhamento 1: Que a diretoria da CENAPET encaminhe ao MEC, após a Assembleia Geral do ENAPET 2022, documento reforçando a inclusão do nome social em todo e qualquer registro do Programa, a fim de garantir o respeito à diversidade e o combate à discriminação, em concordância com o Decreto nº 8.727, de 28 de abril de 2016, que dispõe sobre o uso do nome social e o reconhecimento da identidade de gênero de pessoas travestis e transexuais no âmbito da administração pública federal direta autárquica e fundacional. 116 pessoas presente - Aprovado 72%",0.19640753936478206
GDT 14: A importância da participação e apoio dos - ENAPET 2022,"Encaminhamento 1: Que a diretoria da CENAPET encaminhe ao MEC, após a Assembleia Geral do ENAPET 2022, documento reforçando a inclusão do nome social em todo e qualquer registro do Programa, a fim de garantir o respeito à diversidade e o combate à discriminação, em concordância com o Decreto nº 8.727, de 28 de abril de 2016, que dispõe sobre o uso do nome social e o reconhecimento da identidade de gênero de pessoas travestis e transexuais no âmbito da administração pública federal direta autárquica e fundacional. 116 pessoas presente - Aprovado 72%",GDT 7 - ENAPET 2019,"Que os grupos PET, após a Assembleia Geral do XXIV ENAPET 2019, incluam em seus formulários de inscrição um campo para que seja informado o nome social, caso haja.",0.19640753936478206
GDT 9 - ENAPET 2019,"Onde se lê: Art. 16 - Compete ao Conselho: “ III - Nomear os membros da Comissão
Eleitoral com o objetivo de organizar e apurar as eleições para Diretoria e Conselho,
sendo vedada a participação nessa Comissão de qualquer um dos candidatos
inscritos”. Remover: “Nomear os membros da Comissão Eleitoral do Conselho da
CENAPET. Ficou: Art. 16 - Compete ao Conselho: “III - Nomear os membros da
Comissão Eleitoral com o objetivo de organizar e apurar as eleições para Diretoria e
sendo vedada a participação nessa Comissão de qualquer um dos candidatos
inscritos''",Grupo de Trabalho (GT) I - ENEPET 2018,"Que a comissão organizadora dos eventos regionais reserve um espaço na programação
para que haja reunião entre os representantes estaduais e membros da diretoria e
conselho da CENAPET. (APROVADA POR CONTRASTE)",0.1963290633479
GT 4 - ENAPET 2018,"Que a Comissão Nacional do Mobiliza PET construa um documento a fim de orientar os grupos PET sobre o resgate histórico das mobilizações, até o presente momento e com atualizações anuais, devendo ser concluído até o XXIV ENAPET (2019). A partir da escrita desse documento, fica instituído que esse histórico seja discutido com os/as novos/as integrantes dentro de cada grupo PET.",GDT 2 - Mobiliza PET e Visibilidade do Programa na - ENAPET 2020,"Que a partir do ano de 2021, todos os PET-IES se articulam com o Mobiliza PET Nacional objetivando fundar uma célula do Mobiliza PET em cada IES. O Mobiliza PET Nacional fica com a tarefa de orientar cada IES para construir seu Mobiliza Local. As diretrizes das células do Mobiliza PET - IES serão de acordo com as próprias realidades, mas para além delas, que o Mobiliza PET também tenha e sugira pautas alinhadas com todas as células do Mobiliza, buscando alinhamento com a conjuntura nacional.",0.1956215967571951
Encontro de discentes - GD 3 - ENAPET 2020,"Sugere-se que os grupos PET de uma mesma IES articulem, se possível, com o apoio da Diretoria da CENAPET, para solicitarem uma reunião do CLAA no intuito de resolver a falta de uma sala de trabalho dos grupos da IES que ou ainda é ausente ou está em condições muito aquém das necessidades do grupo.",GDT 11 - ENAPET 2019,"Que os/as representantes discentes e tutores se articulem com intuito de criar pelo menos
uma ação de extensão anual integrativa entre os Grupos PET da IES na comunidade",0.19531218686097934
GDT 11 - ENAPET 2019,"Que os/as representantes discentes e tutores se articulem com intuito de criar pelo menos
uma ação de extensão anual integrativa entre os Grupos PET da IES na comunidade",Encontro de discentes - GD 3 - ENAPET 2020,"Sugere-se que os grupos PET de uma mesma IES articulem, se possível, com o apoio da Diretoria da CENAPET, para solicitarem uma reunião do CLAA no intuito de resolver a falta de uma sala de trabalho dos grupos da IES que ou ainda é ausente ou está em condições muito aquém das necessidades do grupo.",0.19531218686097934
GDT 12 - ENAPET 2018,"Que a Diretoria da CENAPET solicite ao MEC a implementação na Portaria Nº 976/2010: a obrigatoriedade da avaliação interna de discentes e tutores/as do grupo PET e que essa atividade esteja presente no planejamento e relatório anual para que seja possível analisar o comprometimento do/a integrante com o grupo, cabendo ao CLAA supervisionar a realização, mérito, e resultados da atividade.",GDT3 - ENAPET 2019,"(Encaminhamento 3.7)
Assegurar nos Planejamentos dos Grupos PET ao menos uma atividade que contemple
como temática principal a Diversidade acompanhado e avaliado pelo CLAA no
relatório anual. Respaldado pela Portaria nº 343, de 28 de abril de 2013. (Aprovado
como sugestão por contraste)",0.19467561223635407
